epa_class,srn,facility_name,address_line1,city,zip,county,egle_district,staff,address_full
MINOR,N6025,TAYMOUTH LANDFILL,4532 E RATHBUN RD,BIRCH RUN,48415,SAGINAW,BAY CITY,BREWERK,"4532 E RATHBUN RD, BIRCH RUN, MI 48415"
,N6027,MASON COUNTY LANDFILL,394 W FIRST ST,SCOTTVILLE,49454,MASON,CADILLAC,DICKMANR,"394 W FIRST ST, SCOTTVILLE, MI 49454"
MAJOR,N6028,GFLNORTH MICHIGAN LANDFILL - ELK RUN,20667 5 MILE HWY,ONAWAY,49765,PRESQUE ISLE,CADILLAC,DICKMANR,"20667 5 MILE HWY, ONAWAY, MI 49765"
SM OPT OUT,N6029,DCP THUNDER BAY PROCESSING LLC,5615 N BARLOW RD,SPRUCE,48762,ALCONA,GAYLORD,TORELLOG,"5615 N BARLOW RD, SPRUCE, MI 48762"
,N6031,JACKSON CNTY BOARD OF PUBLIC WORKS,DALTON ROAD  SEC 18  T2S R1E,JACKSON,49201,JACKSON,JACKSON,WHITES1,"DALTON ROAD  SEC 18  T2S R1E, JACKSON, MI 49201"
MINOR,N6032,MCGILL ROAD LANDFILL,3895 MCGILL RD,JACKSON,49201,JACKSON,JACKSON,WEEMSS,"3895 MCGILL RD, JACKSON, MI 49201"
MAJOR,N6033,DAFTER SANITARY LANDFILL INC,3962 W 12 MILE ROAD,DAFTER,49724,CHIPPEWA,MARQUETTE,LUCEL1,"3962 W 12 MILE ROAD, DAFTER, MI 49724"
MAJOR,N6034,WOOD ISLAND WASTE MANAGEMENT,EAST 10081 STATE HIGHWAY M-28 EAST,WETMORE,49894,ALGER,MARQUETTE,LUCEL1,"EAST 10081 STATE HIGHWAY M-28 EAST, WETMORE, MI 49894"
MAJOR,N6035,DELTA SOLID WASTE MANAGEMENT AUTHORITY,5701 19TH AVENUE N,ESCANABA,49829,DELTA,MARQUETTE,LUCEL1,"5701 19TH AVENUE N, ESCANABA, MI 49829"
MAJOR,N6037,MICHIGAN ENVIRONS INC,6214 W ELMWOOD RD,MENOMINEE,49858,MENOMINEE,MARQUETTE,SCANLANJ,"6214 W ELMWOOD RD, MENOMINEE, MI 49858"
SM OPT OUT,N6038,SHAWMUT CORPORATION,2770 DOVE ST,PORT HURON,48060,SAINT CLAIR,WARREN,DZIADOSZM,"2770 DOVE ST, PORT HURON, MI 48060"
MAJOR,N6039,K & W LANDFILL INC,11877 HIGHWAY M-38,ONTONAGON,49953,ONTONAGON,MARQUETTE,LUCEL1,"11877 HIGHWAY M-38, ONTONAGON, MI 49953"
MINOR,N6040,"T & M DEVELOPMENT CO, LLC",899 100th Street,GAINS TWP,49315,KENT,GRAND RAPIDS,JOHNSONK4,"899 100th Street, GAINS TWP, MI 49315"
MINOR,N6041,COLLIER ROAD LANDFILL,575 COLLIER RD,AUBURN HILLS,48326,OAKLAND,WARREN,JOSEPHR4,"575 COLLIER RD, AUBURN HILLS, MI 48326"
,N6043,AGGREGATE INDUSTRIES,3186 RUNKLE ROAD,NILES,49120,CASS,KALAMAZOO,BENAWAYR,"3186 RUNKLE ROAD, NILES, MI 49120"
,N6044,AGGREGATE INDUSTRIES - BATTLE CREEK PLANT,6211 Ann Arbor Road,DUNDEE,48131,MONROE,KALAMAZOO,CHAPELA,"6211 Ann Arbor Road, DUNDEE, MI 48131"
MINOR,N6045,AGGREGATE INDUSTRIES - PULLMAN (SWEET) PLANT,6211 Ann Arbor Road,DUNDEE,48131,MONROE,KALAMAZOO,YAZZIEC,"6211 Ann Arbor Road, DUNDEE, MI 48131"
MINOR,N6046,AGGREGATE INDUSTRIES - WAYLAND PLANT,6211 Ann Arbor Road,DUNDEE,48131,MONROE,GRAND RAPIDS,LAZZAROA1,"6211 Ann Arbor Road, DUNDEE, MI 48131"
,N6048,DIMOND MACHINERY CO,1645 MIDDLEVILLE RD,HASTINGS,49058,BARRY,GRAND RAPIDS,GRINSTERNE,"1645 MIDDLEVILLE RD, HASTINGS, MI 49058"
SM OPT OUT,N6049,RIVERSIDE - WARNER 36 CPF,1022 GORMEYS RD SEC 26,CHESTONIA,49730,ANTRIM,CADILLAC,LINDGRENJ2,"1022 GORMEYS RD SEC 26, CHESTONIA, MI 49730"
SM OPT OUT,N6050,RIVERSIDE - HAWK LAKE CPF,NE NE T29N R5W SEC 21,MANCELONA,49659,ANTRIM,CADILLAC,LINDGRENJ2,"NE NE T29N R5W SEC 21, MANCELONA, MI 49659"
MINOR,N6051,O.I.L. ENERGY CORP. -  BAGLEY 17 FACILITY,2646 DICKERSON RD,GAYLORD,49735,OTSEGO,GAYLORD,ROGERSW,"2646 DICKERSON RD, GAYLORD, MI 49735"
MAJOR,N6052,"EAST JORDAN FOUNDRY, LLC",2675 North US 131,ELMIRA,49730,ANTRIM,GAYLORD,BOWMAND7,"2675 North US 131, ELMIRA, MI 49730"
SM OPT OUT,N6053,RIVERSIDE - BIG WOLF CPF,SE4 NW4 T29N R1E SEC 36,LEWISTON,49756,MONTMORENCY,GAYLORD,BOWMAND7,"SE4 NW4 T29N R1E SEC 36, LEWISTON, MI 49756"
SM OPT OUT,N6054,RIVERSIDE - ELMIRA 14 CPF,SE/4 SE/4 SECTION 11,ELMIRA,49730,OTSEGO,GAYLORD,BOWMAND7,"SE/4 SE/4 SECTION 11, ELMIRA, MI 49730"
MINOR,N6055,"RIVERSIDE ENERGY MICHIGAN, LLC - JORDAN 35",SE NW T31N R6W SEC 35,EAST JORDAN,49727,ANTRIM,CADILLAC,LINDGRENJ2,"SE NW T31N R6W SEC 35, EAST JORDAN, MI 49727"
SM OPT OUT,N6056,RIVERSIDE - ELMIRA 34 CPF,NW4 SE4 SEC 34 ELMIRA TWP,ELMIRA,49730,OTSEGO,GAYLORD,BOWMAND7,"NW4 SE4 SEC 34 ELMIRA TWP, ELMIRA, MI 49730"
MINOR,N6057,"RIVERSIDE ENERGY MICHIGAN, LLC - WARNER 13 CPF",11395 WILDERNESS TRL,ALBA,49730,ANTRIM,CADILLAC,LINDGRENJ2,"11395 WILDERNESS TRL, ALBA, MI 49730"
SM OPT OUT,N6058,RIVERSIDE - WARNER 10 CPF,NE NE NE SEC 16 WARNER TOWNSHIP,WARNER TWP,49730,ANTRIM,CADILLAC,LINDGRENJ2,"NE NE NE SEC 16 WARNER TOWNSHIP, WARNER TWP, MI 49730"
SM OPT OUT,N6060,BRIETBURN - SHERMAN 35,"SW/4, NW/4, SW/4, T20N, R9W, SEC 35",GILBOS CORNER,49688,OSCEOLA,GAYLORD,RADULSKIR,"SW/4, NW/4, SW/4, T20N, R9W, SEC 35, GILBOS CORNER, MI 49688"
MINOR,N6061,"RIVERSIDE ENERGY MICHIGAN, LLC - HAYES 10","SE/4, SE/4, SEC 10, T30N, R4W",HAYES TWP,49735,OTSEGO,GAYLORD,RADULSKIR,"SE/4, SE/4, SEC 10, T30N, R4W, HAYES TWP, MI 49735"
MINOR,N6062,"RIVERSIDE ENERGY MICHIGAN, LLC - CHESTER EAST",NE SW  SEC 10 CHESTER TWP,CHESTER TWP,49735,OTSEGO,GAYLORD,RADULSKIR,"NE SW  SEC 10 CHESTER TWP, CHESTER TWP, MI 49735"
MINOR,N6063,"RIVERSIDE ENERGY MICHIGAN, LLC - BAGLEY EAST","NW SE SEC 10  BAGLEY TWP (T30N, R3W)",BAGLEY TWP,49735,OTSEGO,GAYLORD,RADULSKIR,"NW SE SEC 10  BAGLEY TWP (T30N, R3W), BAGLEY TWP, MI 49735"
SM OPT OUT,N6064,DELTA OIL COMPANY - SCHRADER,NW NW SW T31N R02W SEC23,GAYLORD,49735,OTSEGO,CADILLAC,DICKMANR,"NW NW SW T31N R02W SEC23, GAYLORD, MI 49735"
SM OPT OUT,N6065,DELTA OIL COMPANY - BRILEY 31,SW NE SW T31N R02E SEC 31,ATLANTA,49709,MONTMORENCY,CADILLAC,DICKMANR,"SW NE SW T31N R02E SEC 31, ATLANTA, MI 49709"
SM OPT OUT,N6066,DELTA OIL COMPANY - TOWNLINE,NW SW NE T32N R01E SEC 32,ATLANTA,49709,MONTMORENCY,CADILLAC,DICKMANR,"NW SW NE T32N R01E SEC 32, ATLANTA, MI 49709"
SM OPT OUT,N6067,DELTA OIL COMPANY - BOUGHNER,SE SE SE T31N R02W SEC28,GAYLORD,49735,OTSEGO,CADILLAC,DICKMANR,"SE SE SE T31N R02W SEC28, GAYLORD, MI 49735"
SM OPT OUT,N6068,DELTA OIL COMPANY - BRILEY19/VIENNA 13,NE SW NE T31N R01E SEC 13,ATLANTA,49709,MONTMORENCY,CADILLAC,DICKMANR,"NE SW NE T31N R01E SEC 13, ATLANTA, MI 49709"
SM OPT OUT,N6069,DELTA OIL COMPANY - BRILEY 17,NE NW SW T31 R02E SEC 17,ATLANTA,49709,MONTMORENCY,CADILLAC,DICKMANR,"NE NW SW T31 R02E SEC 17, ATLANTA, MI 49709"
SM OPT OUT,N6070,DELTA OIL COMPANY - AVERY 24/31,SE SE SW T30N R03E SEC 31,ATLANTA,49709,MONTMORENCY,CADILLAC,DICKMANR,"SE SE SW T30N R03E SEC 31, ATLANTA, MI 49709"
SM OPT OUT,N6071,DELTA OIL COMPANY - LAKE 15,NE SE NE T30N R02W SEC 15,ATLANTA,49709,MONTMORENCY,CADILLAC,DICKMANR,"NE SE NE T30N R02W SEC 15, ATLANTA, MI 49709"
SM OPT OUT,N6072,DELTA OIL COMPANY - ELMER 17B,SW SE SW T28N R02E SEC 17,ELMER TWP,49756,OSCODA,CADILLAC,DICKMANR,"SW SE SW T28N R02E SEC 17, ELMER TWP, MI 49756"
SM OPT OUT,N6073,DELTA OIL COMPANY - GARDNER,SE NE SE T31N R01W SEC32,GAYLORD,49735,OTSEGO,CADILLAC,DICKMANR,"SE NE SE T31N R01W SEC32, GAYLORD, MI 49735"
SM OPT OUT,N6074,DELTA OIL COMPANY - ELMER 26,NE SW SW T28N R02E SEC 26,ELMER TWP,49756,OSCODA,CADILLAC,DICKMANR,"NE SW SW T28N R02E SEC 26, ELMER TWP, MI 49756"
SM OPT OUT,N6075,DELTA OIL COMPANY - AXFORD/NIMBY,SE SW NW T31N R02W SEC15 - OTSEGO COUNTY,GAYLORD,49735,OTSEGO,CADILLAC,DICKMANR,"SE SW NW T31N R02W SEC15 - OTSEGO COUNTY, GAYLORD, MI 49735"
SM OPT OUT,N6076,RIVERSIDE - MONITOR 11 CPF,THREE MILE RD,BAY CITY,48706,BAY,BAY CITY,WITKOPPB,"THREE MILE RD, BAY CITY, MI 48706"
MINOR,N6077,TRENDWELL ENERGY CORP - VIENNA 2,NW SE T30N R1E SEC 2,VIENNA TWP,49709,MONTMORENCY,GAYLORD,RADULSKIR,"NW SE T30N R1E SEC 2, VIENNA TWP, MI 49709"
MINOR,N6078,LAMBDA ENERGY RESOURCES LLC - SPRINGDALE 28,HEALY LAKE RD,KALEVA,49645,MANISTEE,CADILLAC,CHILDSK,"HEALY LAKE RD, KALEVA, MI 49645"
MINOR,N6079,PAXTON RESOURCES (LIVINGSTON 18 CPF),SE SW NE SEC 18 T31N R3W,GAYLORD,49735,OTSEGO,CADILLAC,CHILDSK,"SE SW NE SEC 18 T31N R3W, GAYLORD, MI 49735"
MINOR,N6082,"ENERVEST, CHARLTON 11/12, VIENNA 18 CPF",SW NE NW Sec 11 T30N R1W,CHARLTON TWP,49735,OTSEGO,GAYLORD,ROGERSW,"SW NE NW Sec 11 T30N R1W, CHARLTON TWP, MI 49735"
SM OPT OUT,N6083,VCP MICHIGAN - CHESTER 18 CPF,SW SE SW SEC 18 T30N R02W,CHESTER TWP,49751,OTSEGO,CADILLAC,DICKMANR,"SW SE SW SEC 18 T30N R02W, CHESTER TWP, MI 49751"
SM OPT OUT,N6084,LAMBDA ENERGY RESOURCES LLC - KALKASKA 11,CTY RD 612,KALKASKA,49646,KALKASKA,CADILLAC,CHILDSK,"CTY RD 612, KALKASKA, MI 49646"
SM OPT OUT,N6086,CORE ENERGY LLC - CHARLTON 28,11859 Sparr Rd,JOHANNESBURG,49751,OTSEGO,GAYLORD,BOWMAND7,"11859 Sparr Rd, JOHANNESBURG, MI 49751"
MINOR,N6087,MERIT ENERGY CO. - CHARLTON 31,GINGELL RD,JOHANNESBURG,49751,OTSEGO,GAYLORD,TORELLOG,"GINGELL RD, JOHANNESBURG, MI 49751"
SM OPT OUT,N6088,"LAMBDA ENERGY RESOURCES, LLC - CASE 33",WALTER HWY,MILLERSBURG,49759,PRESQUE ISLE,GAYLORD,BOWMAND7,"WALTER HWY, MILLERSBURG, MI 49759"
SM OPT OUT,N6089,CORE ENERGY LLC - CHARLTON 7,9320 Bear Lane Sawyer Rd,JOHANNESBURG,49751,OTSEGO,GAYLORD,BOWMAND7,"9320 Bear Lane Sawyer Rd, JOHANNESBURG, MI 49751"
MINOR,N6090,LAMBDA ENERGY RESOURCES LLC - CHESTER 10 SOUTH,TURTLE CREEK RD,JOHANNESBURG,49751,OTSEGO,GAYLORD,BOWMAND7,"TURTLE CREEK RD, JOHANNESBURG, MI 49751"
SM OPT OUT,N6091,"LAMBDA ENERGY RESOURCES, LLC - CHESTER 18",2998 Ranger Lake Rd,GAYLORD,49735,OTSEGO,GAYLORD,BOWMAND7,"2998 Ranger Lake Rd, GAYLORD, MI 49735"
SM OPT OUT,N6094,VCP MICHIGAN - CHESTER 23 CPF,SE SW NE T31N R3W SEC 23,CHESTER TWP,49735,OTSEGO,CADILLAC,DICKMANR,"SE SW NE T31N R3W SEC 23, CHESTER TWP, MI 49735"
SM OPT OUT,N6096,LAMBDA ENERGY RESOURCES LLC - OTSEGO 10,8151 AMOCO RD,GAYLORD,49735,OTSEGO,GAYLORD,BOWMAND7,"8151 AMOCO RD, GAYLORD, MI 49735"
MINOR,N6098,EMRO MARKETING CO  SPEEDWAY 2321,3357 HOLLAND AVE,SAGINAW,48605,SAGINAW,BAY CITY,MCCANNG2,"3357 HOLLAND AVE, SAGINAW, MI 48605"
SM OPT OUT,B9164,LAMBDA ENERGY RESOURCES LLC - PARADISE 19,BLAIR TOWNHALL RD,KINGSLEY,49649,GRAND TRAVERSE,CADILLAC,CHILDSK,"BLAIR TOWNHALL RD, KINGSLEY, MI 49649"
SM OPT OUT,N6100,RIVERSIDE - CUSTER ANTRIM CPF & CO2 PLANT,SW  SW  SEC 19 T29N R6W,MANCELONA,49659,ANTRIM,CADILLAC,LINDGRENJ2,"SW  SW  SEC 19 T29N R6W, MANCELONA, MI 49659"
MINOR,N6101,"JORDAN DEVELOPMENT COMPANY, L.L.C. - HAYMEADOW",SE NW  SEC 11 T30N R2E,BRILEY TWP,49709,MONTMORENCY,CADILLAC,LINDGRENJ2,"SE NW  SEC 11 T30N R2E, BRILEY TWP, MI 49709"
SM OPT OUT,N6102,RIVERSIDE - BAGLEY 23 CPF,10691 E. CARTER RD. SUITE 201,BAGLEY TWP,49684,OTSEGO,GAYLORD,RADULSKIR,"10691 E. CARTER RD. SUITE 201, BAGLEY TWP, MI 49684"
SM OPT OUT,N6103,"JORDAN DEVELOPMENT COMPANY, L.L.C. - VIENNA 2",NE NE SE SEC 19 T31N R1E,VIENNA TWP,49756,MONTMORENCY,CADILLAC,LINDGRENJ2,"NE NE SE SEC 19 T31N R1E, VIENNA TWP, MI 49756"
SM OPT OUT,N6104,RIVERSIDE - ELMER FUDD 1 CPF,"SW/4, NE/4, NE/4, T28N, R2E SEC 5",ELMER TWP,48647,OSCODA,GAYLORD,RADULSKIR,"SW/4, NE/4, NE/4, T28N, R2E SEC 5, ELMER TWP, MI 48647"
MINOR,N6105,"RIVERSIDE ENERGY MICHIGAN, LLC - BAGLEY 700",NE SW SEC 12 T30N R3W,BAGLEY TWP,49735,OTSEGO,GAYLORD,RADULSKIR,"NE SW SEC 12 T30N R3W, BAGLEY TWP, MI 49735"
MINOR,N6106,"RIVERSIDE ENERGY MICHIGAN, LLC - LOUDBERT",NE NW SEC 6 T29N R3E,LOUD TWP,49709,MONTMORENCY,GAYLORD,BOWMAND7,"NE NW SEC 6 T29N R3E, LOUD TWP, MI 49709"
SM OPT OUT,N6107,RIVERSIDE - ALBERT 1 CPF,"NE SE, SEC 5, T29N R2E",ALBERT TWP,49756,MONTMORENCY,GAYLORD,ROGERSW,"NE SE, SEC 5, T29N R2E, ALBERT TWP, MI 49756"
MINOR,N6108,MERCURY EXPLORATION CO.,NE14 T30N R1W SEC6,CHARLTON TWP,49751,OTSEGO,GAYLORD,LEBLANCS,"NE14 T30N R1W SEC6, CHARLTON TWP, MI 49751"
SM OPT OUT,N6109,"JORDAN DEVELOPMENT COMPANY, L.L.C. - SCHROEDER",NW NE SEC 16 T30N R1W,CHARLTON TWP,49751,OTSEGO,CADILLAC,LINDGRENJ2,"NW NE SEC 16 T30N R1W, CHARLTON TWP, MI 49751"
,N6110,"BREITBURN ENERGY COMPANY, LP",SE14 NE14 SEC 6,CHARLTON TWP,49751,OTSEGO,GAYLORD,STEPHENM,"SE14 NE14 SEC 6, CHARLTON TWP, MI 49751"
MINOR,N6111,"RIVERSIDE ENERGY MICHIGAN, LLC - SKEBA CAPLE",NE NE NW SEC 28 T30N R4W,HAYES TWP,49735,OTSEGO,GAYLORD,RADULSKIR,"NE NE NW SEC 28 T30N R4W, HAYES TWP, MI 49735"
MINOR,N6112,"RIVERSIDE ENERGY MICHIGAN, LLC - SOUTH CAPLE",SE SE SEC 19 T30N R4W,HAYES TWP,49735,OTSEGO,GAYLORD,RADULSKIR,"SE SE SEC 19 T30N R4W, HAYES TWP, MI 49735"
SM OPT OUT,N6113,RIVERSIDE - SHELL MID CHARLTON (SMC) PHASE 2,SE SE SEC 33 T31N R1W,CHARLTON TWP,49751,OTSEGO,GAYLORD,RADULSKIR,"SE SE SEC 33 T31N R1W, CHARLTON TWP, MI 49751"
SM OPT OUT,N6114,RIVERSIDE - CORWITH DOVER CPF,SE NE SEC 4 T31N R2W,DOVER TWP,49735,OTSEGO,GAYLORD,RADULSKIR,"SE NE SEC 4 T31N R2W, DOVER TWP, MI 49735"
MINOR,N6115,TERRA ENERGY LTD - HILLMAN PIPELINE,SW SEC 17  T29N R3E,LOUD TWP,49709,MONTMORENCY,GAYLORD,LEBLANCS,"SW SEC 17  T29N R3E, LOUD TWP, MI 49709"
SM OPT OUT,N6116,"JORDAN DEVELOPMENT COMPANY, L.L.C. - PIGEON RIVER",NW NE SEC 22 T31N R1W,CHARLTON TWP,49751,OTSEGO,CADILLAC,LINDGRENJ2,"NW NE SEC 22 T31N R1W, CHARLTON TWP, MI 49751"
MINOR,N6117,RIVERSIDE ENERGY MICHIGAN - N. RUST NEVER SLEEPS,NE SEC 17 T29N R4E,RUST TWP,49709,MONTMORENCY,GAYLORD,BOWMAND7,"NE SEC 17 T29N R4E, RUST TWP, MI 49709"
SM OPT OUT,N6118,RIVERSIDE - COLONEL SAUNDERS CPF,SW14 SW14 SEC 29,CHARLTON TWP,49751,OTSEGO,GAYLORD,RADULSKIR,"SW14 SW14 SEC 29, CHARLTON TWP, MI 49751"
MINOR,N6119,CORE ENERGY LLC - BAGLEY 11,"NW/4, SE/4, SE/4, SEC 11, T30N, R3W",BAGLEY TWP,49735,OTSEGO,CADILLAC,DICKMANR,"NW/4, SE/4, SE/4, SEC 11, T30N, R3W, BAGLEY TWP, MI 49735"
SM OPT OUT,N6120,RIVERSIDE - PEGGY FLEMING CPF,"SEC 5 T31N R4W NW, SW, SW",ELMIRA TWP,49730,OTSEGO,GAYLORD,RADULSKIR,"SEC 5 T31N R4W NW, SW, SW, ELMIRA TWP, MI 49730"
SM OPT OUT,N6121,RIVERSIDE - CHARLTON EAST CPF,NE NW NE SEC 3 T29N R1W,CHARLTON TWP,49751,OTSEGO,GAYLORD,RADULSKIR,"NE NW NE SEC 3 T29N R1W, CHARLTON TWP, MI 49751"
MINOR,N6122,"RIVERSIDE ENERGY MICHIGAN, LLC - CHARLTON 8",NW SE SEC 8 T29N R1W,CHARLTON TWP,49751,OTSEGO,GAYLORD,RADULSKIR,"NW SE SEC 8 T29N R1W, CHARLTON TWP, MI 49751"
MINOR,N6123,"JORDAN DEVELOPMENT COMPANY, L.L.C. - BLACK ANTRIM",SW NE SEC 36 T31N R1W,CHARLTON TWP,49751,OTSEGO,CADILLAC,LINDGRENJ2,"SW NE SEC 36 T31N R1W, CHARLTON TWP, MI 49751"
SM OPT OUT,N6124,RIVERSIDE - BART STAR CPF,SW SW SEC 1 T30N R5W,STAR TWP,49611,ANTRIM,GAYLORD,RADULSKIR,"SW SW SEC 1 T30N R5W, STAR TWP, MI 49611"
SM OPT OUT,N6125,RIVERSIDE - CONNIE STEVENS EAST CPF,NE NE SEC 29 T30N R3E,AVERY TWP,49709,MONTMORENCY,GAYLORD,BOWMAND7,"NE NE SEC 29 T30N R3E, AVERY TWP, MI 49709"
SM OPT OUT,N6126,RIVERSIDE - CHARLTON WEST CPF,NW NW SEC 6 T29N R1W,CHARLTON TWP,49751,OTSEGO,GAYLORD,RADULSKIR,"NW NW SEC 6 T29N R1W, CHARLTON TWP, MI 49751"
SM OPT OUT,N6127,BREITBURN OPERATING LP - CHESTER 7-11,NE SE SEC 12 T30N R3W,BAGLEY TWP,49735,OTSEGO,CADILLAC,OWENSC1,"NE SE SEC 12 T30N R3W, BAGLEY TWP, MI 49735"
SM OPT OUT,N6128,RIVERSIDE - LIVINGSTON 17 CPF,NW SW SEC 9 T31N R3W,LIVNGSTON TWP,49735,OTSEGO,GAYLORD,RADULSKIR,"NW SW SEC 9 T31N R3W, LIVNGSTON TWP, MI 49735"
MINOR,N6129,"JORDAN DEVELOPMENT COMPANY, L.L.C. - DOVER WEST",SW NW SEC 29 T31N R2W,DOVER TWP,49735,OTSEGO,CADILLAC,LINDGRENJ2,"SW NW SEC 29 T31N R2W, DOVER TWP, MI 49735"
SM OPT OUT,N6130,"JORDAN DEVELOPMENT COMPANY, L.L.C. - NADV 4",NW SEC 23 T30N R5W,STAR TWP,49611,ANTRIM,CADILLAC,LINDGRENJ2,"NW SEC 23 T30N R5W, STAR TWP, MI 49611"
SM OPT OUT,N6131,ENERVEST (KITCHEN FARMS SOUTH CPF),NW14 NW14 SEC 17,MANCELONA TWP,49659,ANTRIM,CADILLAC,COLLINSC21,"NW14 NW14 SEC 17, MANCELONA TWP, MI 49659"
MINOR,N6132,PAXTON OPERATING CORP. (PLEASANTON EAST),SW1 4 NW1 4 T24N R15W SEC 35,BEAR LAKE,49614,MANISTEE,CADILLAC,OWENSC1,"SW1 4 NW1 4 T24N R15W SEC 35, BEAR LAKE, MI 49614"
MINOR,N6133,RIVERSIDE - CHESSPLAY CPF,2445 CEDAR RIVER RD.,BELLAIRE,49615,ANTRIM,CADILLAC,LINDGRENJ2,"2445 CEDAR RIVER RD., BELLAIRE, MI 49615"
MINOR,N6134,BREITBURN MANAGEMENT COMPANY LLC - LOGAN 23,SE4 SE4 T22N R3E SEC 23,SKIDWAY LAKE,48756,OGEMAW,BAY CITY,LEBLANCS,"SE4 SE4 T22N R3E SEC 23, SKIDWAY LAKE, MI 48756"
SM OPT OUT,N6135,RIVERSIDE - DOVER 36 CPF,SW4 NW4 T31N R2W SEC 36,DOVER TWP,49735,OTSEGO,GAYLORD,LEBLANCS,"SW4 NW4 T31N R2W SEC 36, DOVER TWP, MI 49735"
SM OPT OUT,N6136,RIVERSIDE - FRED 10 CPF,W2 NE4 T28N R4W SEC 10,FREDERIC,48733,CRAWFORD,GAYLORD,LEBLANCS,"W2 NE4 T28N R4W SEC 10, FREDERIC, MI 48733"
MINOR,N6137,BREITBURN OPERATING LP - HAYES 29,SW4 SW4 T29N R4W SEC 29,HAYES TWP,49735,OTSEGO,GAYLORD,ROGERSW,"SW4 SW4 T29N R4W SEC 29, HAYES TWP, MI 49735"
SM OPT OUT,N6138,RIVERSIDE - GREEN RIVER SOUTH (AKA SNL) CPF,10691 E. CARTER RD. SUITE 201,MANCELONA TWP,49684,ANTRIM,CADILLAC,LINDGRENJ2,"10691 E. CARTER RD. SUITE 201, MANCELONA TWP, MI 49684"
SM OPT OUT,N6560,RIVERSIDE - LIVINGSTON 31 CPF,"SE4, SW4, Sec 31, T31N, R3W (gt 4/12/07)",LIVNGSTON TWP,49735,OTSEGO,GAYLORD,RADULSKIR,"SE4, SW4, Sec 31, T31N, R3W (gt 4/12/07), LIVNGSTON TWP, MI 49735"
MINOR,N6140,"RIVERSIDE ENERGY MICHIGAN, LLC -  DOVER 35 CPF",NW4 NE4 T31N R2E SEC 35,DOVER TWP,49735,OTSEGO,CADILLAC,ROGERSW,"NW4 NE4 T31N R2E SEC 35, DOVER TWP, MI 49735"
MINOR,N6141,RIVERSIDE - CHESTER 22,NE4 SW4 SEC 22  T29N R2W,CHESTER TWP,49753,OTSEGO,GAYLORD,BOWMAND7,"NE4 SW4 SEC 22  T29N R2W, CHESTER TWP, MI 49753"
SM OPT OUT,N6142,TRENDWELL ANTRIM INC - VIENNA 20,SE NW NW T30N R1E SEC 20,VIENNA TWP,49756,MONTMORENCY,GAYLORD,RADULSKIR,"SE NW NW T30N R1E SEC 20, VIENNA TWP, MI 49756"
SM OPT OUT,N6143,TRENDWELL ANTRIM INC - ALBERT 16/ALBERT 17,SW NW NW T29N R1E SEC 15,ALBERT TWP,49756,MONTMORENCY,GAYLORD,RADULSKIR,"SW NW NW T29N R1E SEC 15, ALBERT TWP, MI 49756"
SM OPT OUT,N6144,TRENDWELL ANTRIM INC - AVERY 15,NW SE SE T10N R3E SEC 15,AVERY TWP,49709,MONTMORENCY,GAYLORD,RADULSKIR,"NW SE SE T10N R3E SEC 15, AVERY TWP, MI 49709"
SM OPT OUT,N6145,TRENDWELL ANTRIM INC - BRILEY 6,SE NW NW T30N R2E SEC 7,BRILEY TWP,49709,MONTMORENCY,GAYLORD,RADULSKIR,"SE NW NW T30N R2E SEC 7, BRILEY TWP, MI 49709"
SM OPT OUT,N6146,TRENDWELL ANTRIM INC - BRILEY 9,SW NW SE T30N R2E SEC 8,BRILEY TWP,49709,MONTMORENCY,GAYLORD,RADULSKIR,"SW NW SE T30N R2E SEC 8, BRILEY TWP, MI 49709"
MINOR,N6147,"RIVERSIDE ENERGY MICHIGAN, LLC - CHARLTON 27",NE NW NW T30N R1W SEC 27,CHARLTON TWP,49751,OTSEGO,GAYLORD,RADULSKIR,"NE NW NW T30N R1W SEC 27, CHARLTON TWP, MI 49751"
SM OPT OUT,N6148,TRENDWELL ANTRIM INC - VIENNA 16,NE NW NE T30N R1E SEC 16,VIENNA TWP,49756,MONTMORENCY,GAYLORD,RADULSKIR,"NE NW NE T30N R1E SEC 16, VIENNA TWP, MI 49756"
SM OPT OUT,N6149,TRENDWELL ANTRIM INC - EAST ALBERT 16,SE NW SE T29N R2E SEC 16,ALBERT TWP,49756,MONTMORENCY,GAYLORD,RADULSKIR,"SE NW SE T29N R2E SEC 16, ALBERT TWP, MI 49756"
SM OPT OUT,N6150,TRENDWELL ANTRIM INC - VIENNA 31,NW NE SE T30N R1E SEC 31,VIENNA TWP,49756,MONTMORENCY,GAYLORD,RADULSKIR,"NW NE SE T30N R1E SEC 31, VIENNA TWP, MI 49756"
SM OPT OUT,N6151,RIVERSIDE - SAGE CREEK CPF,SE4 NE4 NW4 T29N R2E SEC 13,ALBERT TWP,49756,MONTMORENCY,GAYLORD,LEBLANCS,"SE4 NE4 NW4 T29N R2E SEC 13, ALBERT TWP, MI 49756"
MINOR,N6152,RIVERSIDE - GILCHRIST CPF,"NE4 NW4 SW4 SEC 35, T29N-R3E",LOUD TWP,49709,MONTMORENCY,GAYLORD,LEBLANCS,"NE4 NW4 SW4 SEC 35, T29N-R3E, LOUD TWP, MI 49709"
